,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Poster,Metascore,imdbRating,BoxOffice,Production
147,The Souvenir: Part II,2021,R,04 Feb 2022,107 min,"Drama, Romance",Joanna Hogg,Joanna Hogg,"Tilda Swinton, Honor Swinton Byrne, James Spencer Ashworth","In the aftermath of her tumultuous relationship, Julie begins to untangle her fraught love for him in making her graduation film, sorting fact from his elaborately constructed fiction.",English,https://m.media-amazon.com/images/M/MV5BODllMjY0MWYtNTMzMi00MDU4LTllZjItY2ViMDkwNDRmZTI0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,90,7.7,"$90,050",N/A
148,Safer at Home,2021,R,26 Feb 2021,82 min,"Crime, Drama, Thriller",Will Wernick,"Will Wernick, Lia Bozonelis, John Ierardi","Alisa Allapach, Adwin Brown, Katie L. Hall","Two years into the pandemic, a group of friends throw a wild online party. After taking ecstasy, things go terribly wrong and the safety of their homes becomes more terrifying than the raging chaos outside.",English,https://m.media-amazon.com/images/M/MV5BMGZlYjdiYjEtZjdmZi00NzJjLTg4OTMtMDY5Yjc3ODZkNjVkXkEyXkFqcGdeQXVyMjIzMTQ5NjE@._V1_SX300.jpg,35,4.1,"$8,188",N/A
149,Censor,2021,N/A,11 Jun 2021,84 min,"Horror, Mystery",Prano Bailey-Bond,"Prano Bailey-Bond, Anthony Fletcher","Niamh Algar, Michael Smiley, Nicholas Burns","After viewing a strangely familiar video nasty, Enid, a film censor, sets out to solve the past mystery of her sister's disappearance, embarking on a quest that dissolves the line between fiction and reality.",English,https://m.media-amazon.com/images/M/MV5BNzNlZjUwMjItNDc3Ny00NWFhLWEwZDItMTNjMThhZGFiNjYyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,69,6.1,"$87,059",N/A
150,Jockey,2021,R,04 Feb 2022,94 min,Drama,Clint Bentley,"Clint Bentley, Greg Kwedar","Clifton Collins Jr., Moises Arias, Molly Parker","An aging jockey aims for a final championship, when a rookie rider arrives claiming to be his son.",English,https://m.media-amazon.com/images/M/MV5BNzZkNDAwNzYtNjcyYy00Nzk0LWE3NTctNGUxOGI2NmQyNjcxXkEyXkFqcGdeQXVyMTQyODg5MjQw._V1_SX300.jpg,77,6.7,N/A,N/A
151,Mission Stories,2021,N/A,07 May 2021,110 min,Drama,Bryce Clark,"Bryce Clark, Crystal Myler","Joel Bishop, Louis Boakye, Charley Boon",Three short films inspired by true stories from the LDS mission field.,English,https://m.media-amazon.com/images/M/MV5BYThiMzBjMTktMjI5OC00NWQ4LWIyMzYtMjQ1NjdkMGM2MTQ1XkEyXkFqcGdeQXVyMTIwMTA0MDA@._V1_SX300.jpg,N/A,7.8,N/A,N/A
152,On Broadway,2021,N/A,19 Mar 2021,N/A,Musical,Zachary James,N/A,"Zachary James, Charity Wicks",N/A,English,https://m.media-amazon.com/images/M/MV5BMjhkZDMxMDMtMmM0MC00YTc4LTk0ZDUtYjk2MDc3MzQxZmI3XkEyXkFqcGdeQXVyOTYyMjU2NzI@._V1_SX300.jpg,N/A,N/A,"$76,650",N/A
153,Undine,2021,N/A,24 Jul 2021,30 min,"Animation, Short, Music",Sjaron Minailo,"Michaël Brijs, Stefanie Janssen, Sjaron Minailo","Michaël Brijs, Stefanie Janssen",A mermaid addicted to plastic finds herself trapped in an apartment building as she slowly disrupts the boring lives of two neighbors. Will they escape the hidden desires that are awakened by the Mermaid?,English,https://m.media-amazon.com/images/M/MV5BMjMxOGE5YzctOTc5ZC00NzkxLTk1NjQtNTk4OTRjNzQ0MWJmXkEyXkFqcGdeQXVyMTAxMjgyNzE@._V1_SX300.jpg,N/A,N/A,"$73,257",N/A
154,In Balanchine's Classroom,2021,N/A,17 Sep 2021,89 min,Documentary,Connie Hochman,N/A,"Merrill Ashley, George Balanchine, Jacques d'Amboise",IN BALANCHINE'S CLASSROOM takes us back to the glory years of George Balanchine's New York City Ballet through the remembrances of his former dancers and their quest to fulfill the vision of a genius.,English,https://m.media-amazon.com/images/M/MV5BMTExZWJhZDctZDAwZi00OTcyLTlhY2QtNDQ0YjA4ZjZlN2RiXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,N/A,7.1,"$93,579",N/A
155,Language Lessons,2021,N/A,10 Sep 2021,91 min,"Comedy, Drama",Natalie Morales,"Mark Duplass, Natalie Morales","Mark Duplass, Natalie Morales, Desean Terry",A Spanish teacher and her student develop an unexpected friendship.,"English, Spanish",https://m.media-amazon.com/images/M/MV5BY2ZjM2YzYWMtYjk3Mi00ZjRmLThmNDktMTY0NWY0ZDJhYjc1XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,68,7.1,N/A,N/A
156,CatVideoFest 2021,2021,N/A,23 Jul 2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGZmNzdmMTMtNDUxNC00OGRmLWExMmUtYTdhYzY0MGI2OTBlXkEyXkFqcGdeQXVyMjQxNzY5NTc@._V1_SX300.jpg,N/A,N/A,"$71,334",N/A
157,Summertime Dropouts,2021,N/A,26 Oct 2021,N/A,"Comedy, Family",Jhene Chase,"Jhene Chase, Hannah Maslinski, Hamid Torabpour","Quinton Aaron, Nick Podany, Josh Richards","Best friends and classmates Dave, Joe, and Danny put together a pop punk band, Summertime Dropouts. Seizing the opportunity to play at Warped Tour, the guys must prepare for the big day. Between work, school, and relationships, the b",English,https://m.media-amazon.com/images/M/MV5BOGEwMTEyYTQtMzcxOC00N2I1LWJhMTEtOWIwNGEzMTQyMDI3XkEyXkFqcGdeQXVyNDk1MjI2OTQ@._V1_SX300.jpg,N/A,N/A,"$62,376",N/A
158,Demonic,2021,R,20 Aug 2021,104 min,"Drama, Horror, Sci-Fi",Neill Blomkamp,Neill Blomkamp,"Carly Pope, Chris William Martin, Michael J Rogers",A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,English,https://m.media-amazon.com/images/M/MV5BNTljMmEyZDUtYTc4ZC00YmE5LWEwZWUtMGI5YjYxYWYyZjNkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,36,4.2,N/A,N/A
159,The First Wave,2021,R,26 Nov 2021,93 min,"Documentary, History",Matthew Heineman,N/A,Nathalie Douge,"A documentary following nurses, doctors, and administrators as they respond to the COVID-19 pandemic.",English,https://m.media-amazon.com/images/M/MV5BZjdjYjkxYjQtYTliYS00NTVhLTgwMTgtMmUyNTE1YjcxNzkwXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,85,6.9,"$61,030",N/A
160,Dreams Come True,2021,N/A,12 Jul 2021,N/A,"Short, Music",Belinda Elkaim,N/A,N/A,N/A,English,https://m.media-amazon.com/images/M/MV5BZTVkZmZmZWItYWU4OC00Njk3LWI2ZjQtNTYyZjljNzc0YjJhXkEyXkFqcGdeQXVyMTMzNjMwMjg1._V1_SX300.jpg,N/A,N/A,"$60,389",N/A
161,Lansky,2021,R,25 Jun 2021,119 min,"Biography, Crime, Drama",Eytan Rockaway,"Eytan Rockaway, Robert Rockaway","Harvey Keitel, Sam Worthington, John Magaro","When the aging Meyer Lansky is investigated by the Feds, who suspect he has stashed away millions of dollars over half a century, the retired gangster reveals the untold truth about his life as the boss of the National Crime Syndicat",English,https://m.media-amazon.com/images/M/MV5BZWM4Y2E0MzgtYmM3MS00Mzc3LTk0YjktNWE2ZTMzMDBkMjJhXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_SX300.jpg,45,6.3,"$55,333",N/A
162,Kurt Vonnegut: Unstuck in Time,2021,Not Rated,11 Nov 2021,127 min,Documentary,"Robert B. Weide, Don Argott",Robert B. Weide,"Linda Bates, Jerome Klinkowitz, Sidney Offit","Recounting the extraordinary life of author Kurt Vonnegut, and the 25-year friendship with the filmmaker who set out to document it.",English,https://m.media-amazon.com/images/M/MV5BMjRlYjBkYTItZmI3Yi00NGM2LWI2YjUtOWY2N2ExZjU5OWY5XkEyXkFqcGdeQXVyNjk5MDg4Mzk@._V1_SX300.jpg,64,8.0,"$55,068",N/A
163,Without Getting Killed or Caught,2021,N/A,16 Mar 2021,95 min,Documentary,"Tamara Saviano, Paul Whitfield","Bart Knaggs, Tamara Saviano","Jo Harvey Allen, Terry Allen, Guy Clark","Guy Clark, the dean of Texas songwriters, struggles to write poetic songs while balancing a complicated marriage with wife Susanna, and a deep friendship with writer Townes Van Zandt, who Susanna forged a passionate dependence on.",English,https://m.media-amazon.com/images/M/MV5BOWYxZGI4YTctZTliNi00YjNlLTg0NmEtMDZkNGZkNzQ4NjJjXkEyXkFqcGdeQXVyMTA1NTkyNzYz._V1_SX300.jpg,N/A,7.8,"$55,121",N/A
164,Son,2021,Not Rated,05 Mar 2021,98 min,"Horror, Thriller",Ivan Kavanagh,Ivan Kavanagh,"Andi Matichak, Emile Hirsch, Luke David Blumm","When a young boy contracts a mysterious illness, his mother must decide how far she will go to protect him from terrifying forces in her past.",English,https://m.media-amazon.com/images/M/MV5BZDRmNDZlZTUtOTQwOS00NTAwLTg5OTktNzIzZjQ2OTk5NGU2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,54,5.6,N/A,N/A
165,Christmas vs. The Walters,2021,PG-13,26 Nov 2021,102 min,"Comedy, Drama, Family",Peter A. D'Amato,"Peter A. D'Amato, Ante Novakovic","Shawnee Smith, Dean Winters, Chris Elliott","Diane Walters, an over-burdened mother of two with a third child on the way, strives to create the perfect Christmas while her loving but dysfunctional family falls apart around her.",English,https://m.media-amazon.com/images/M/MV5BZTcyNDA2MDAtZmY5Mi00OGYzLTk4OGYtYjYxMmE4Mjg4MzRhXkEyXkFqcGdeQXVyNzQzMDgyNQ@@._V1_SX300.jpg,N/A,4.0,"$53,932",N/A
166,Harry Truman,2021,N/A,01 Mar 2021,N/A,N/A,N/A,N/A,Richard Pious,N/A,English,https://m.media-amazon.com/images/M/MV5BMWE0NmY5NWYtNTVkZS00NmFlLTkzY2UtMjJmOWJhZTBhODBlXkEyXkFqcGdeQXVyMjc4NjgzNjY@._V1_SX300.jpg,N/A,N/A,N/A,N/A
167,Azor,2021,N/A,10 Sep 2021,100 min,"Drama, Thriller",Andreas Fontana,"Andreas Fontana, Mariano Llinás","Fabrizio Rongione, Stéphanie Cléau, Carmen Iriondo","Yvan De Wiel, a private banker from Geneva, goes to Argentina in the midst of a dictatorship to replace his partner, the object of the most worrying rumours, who disappeared overnight.","French, Spanish, English",https://m.media-amazon.com/images/M/MV5BNGJkYWMxMWYtYjBlOC00MGU4LThhNDEtZGI1MjM0ZmU1NzI3XkEyXkFqcGdeQXVyNjgxODk1MTM@._V1_SX300.jpg,88,6.7,"$52,656",N/A
168,EMA,2021,N/A,27 Feb 2021,N/A,Music,N/A,N/A,"Lea Sirk, Ana Soklic",N/A,Slovenian,https://m.media-amazon.com/images/M/MV5BNzA4MmU5NTYtMzQ2Mi00Nzg2LTkyMDQtZDA0NjlkYjUwNTFjXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_SX300.jpg,N/A,N/A,"$49,347",N/A
169,Memoria,2021,PG,30 Sep 2021,136 min,"Drama, Sci-Fi",Apichatpong Weerasethakul,Apichatpong Weerasethakul,"Tilda Swinton, Elkin Díaz, Jeanne Balibar","A woman from Scotland, while traveling in Colombia, begins to notice strange sounds. Soon she begins to think about their appearance.","English, Spanish",https://m.media-amazon.com/images/M/MV5BYTIxZDAwZGYtMDNlMS00YjNmLTk4OTItMTc1N2QxNGRiMmEzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,91,6.7,"$48,144",N/A
170,France,2021,Unrated,10 Dec 2021,133 min,"Comedy, Drama",Bruno Dumont,Bruno Dumont,"Léa Seydoux, Blanche Gardin, Benjamin Biolay","A celebrity journalist, juggling her busy career and personal life, has her life over-turned by a freak car accident.","German, English, French",https://m.media-amazon.com/images/M/MV5BZDJlMzNmNjEtNmI4Ny00ZWQzLWEwY2YtOTIxMmE2OTQ3ODVmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,57,5.9,"$44,736",N/A
171,Last Call,2021,R,19 Mar 2021,102 min,Comedy,Paolo Pilladi,"Greg Lingo, Michael Baughan, Billy Reilly","Jeremy Piven, Taryn Manning, Zach McGowan",A real estate developer returns to his old Philly neighborhood and must decide to raze or resurrect the family bar.,English,https://m.media-amazon.com/images/M/MV5BZjhkZjQxZjctMzkwOS00ZmNmLTkyYTQtYjA0YTljZWYxNDRkXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,N/A,4.1,"$39,199",N/A
172,Death Rider in the House of Vampires,2021,Not Rated,27 Aug 2021,92 min,"Horror, Western",Glenn Danzig,Glenn Danzig,"Devon Sawa, Julian Sands, Kim Director","In the Wild West, the mysterious Death Rider enters a dangerous Vampire Sanctuary where the price of admission is a one female virgin.",English,https://m.media-amazon.com/images/M/MV5BZjY1ODY2M2YtOGQ4Zi00NWE5LWEwOWYtNTUxNmE0ZDZkZGE1XkEyXkFqcGdeQXVyMTQ3ODkwMjc@._V1_SX300.jpg,N/A,4.4,"$42,068",N/A
173,The Scary of Sixty-First,2021,Unrated,24 Dec 2021,81 min,"Comedy, Horror, Mystery",Dasha Nekrasova,"Dasha Nekrasova, Madeline Quinn","Madeline Quinn, Betsey Brown, Stephen Gurewitz",Two roommates' lives are upended after finding out that their new Manhattan apartment harbors a dark secret.,English,https://m.media-amazon.com/images/M/MV5BZmY2NTQ0OTUtMTBmZi00NDgzLThhMjctODk3OTFhYzA0MzJiXkEyXkFqcGdeQXVyMjcyNzAxNDM@._V1_SX300.jpg,49,5.2,"$41,598",N/A
174,Old Henry,2021,N/A,01 Oct 2021,99 min,"Thriller, Western",Potsy Ponciroli,Potsy Ponciroli,"Tim Blake Nelson, Scott Haze, Gavin Lewis","An action western about a farmer who takes in an injured man with a satchel of cash. When a posse comes for the money, he must decide who to trust. Defending a siege, he reveals a gunslinging talent calling his true identity into que","English, Spanish",https://m.media-amazon.com/images/M/MV5BM2ViYWUzODctMGU2ZS00NzRjLThmOTAtYTUyOTE3OTFkYmI2XkEyXkFqcGdeQXVyNjc3MjE2MTY@._V1_SX300.jpg,69,7.3,"$39,948",N/A
175,Senior Moment,2021,N/A,26 Mar 2021,92 min,"Comedy, Drama, Romance",Giorgio Serafini,"Kurt Brungardt, Christopher Momenee","William Shatner, Jean Smart, Don McManus","After drag racing his vintage convertible around Palm Springs, a retired NASA test pilot loses his license. Forced to take public transportation, he meets Caroline and learns to navigate love and life again.",English,https://m.media-amazon.com/images/M/MV5BYjVkMWNhODItMzhkNy00MmEyLTk5ZTQtYTM0MWMyYTg2OWQwXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,41,6.1,"$37,266",N/A
176,Luzzu,2021,N/A,05 Jan 2022,94 min,Drama,Alex Camilleri,Alex Camilleri,"Filip Sertic, Jesmark Scicluna, Frida Cauchi",A man risks everything to provide for his wife and newborn son by entering Malta's black-market fishing industry.,"Maltese, English",https://m.media-amazon.com/images/M/MV5BZjQ2MTNiYWQtZDQyZi00NzdhLWE4OWMtYzU5NDU1OTJlYmRmXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,79,7.0,"$37,000",N/A
177,"All Light, Everywhere",2021,Unrated,04 Jun 2021,105 min,Documentary,Theo Anthony,N/A,"Theo Anthony, Keaver Brenai, Robert Cunniff","A far-ranging look at the biases in how we see things, focusing on the use of police body cameras.",English,https://m.media-amazon.com/images/M/MV5BODg1YjFiYzktZjNlOC00ZjI5LWE5ZDAtMmIyZWJhZDM0OTZiXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,76,6.9,"$33,765",N/A
178,Heart of Champions,2021,PG-13,29 Oct 2021,119 min,"Drama, Sport",Michael Mailer,Vojin Gjaja,"Michael Shannon, Alexander Ludwig, Charles Melton","During their last year at an Ivy League college in 1999, a group of friends and crew teammates' lives are changed forever when an army vet takes over as coach of their dysfunctional rowing team.",English,https://m.media-amazon.com/images/M/MV5BMDhiZDNkYTgtZDEwNC00NGJjLWI5OWMtZDdlZDQ4NzY5NzlhXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,N/A,5.6,N/A,N/A
179,Cryptozoo,2021,N/A,20 Aug 2021,95 min,Animation,Dash Shaw,Dash Shaw,"Lake Bell, Michael Cera, Emily Davis","Cryptozookeepers try to capture a Baku, a dream-eating hybrid creature of legend, and start wondering if they should display these beasts or keep them hidden and unknown.",English,https://m.media-amazon.com/images/M/MV5BYjM2ODIxMzMtYzE2NS00Njg3LTliYTYtYjRjZGMwZTQ0YzkwXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_SX300.jpg,74,6.5,N/A,N/A
180,Confetti,2021,N/A,04 Jan 2021,N/A,"Short, Drama",Zander Padget,Zander Padget,"Kiley A. Rothweiler, Katherine Wallach","When Yvonne, a failed Broadway performer, loses her daughter to suicide, she struggles to control artistic impulses that she believes were partly responsible for the tragedy.",English,https://m.media-amazon.com/images/M/MV5BMWMzZjk0ZDctNzA1Ny00ODY2LTgxMGMtNmZjMzJjYzFjMGQ4XkEyXkFqcGdeQXVyOTUwNzM4NDk@._V1_SX300.jpg,N/A,N/A,"$32,934",N/A
181,Bloody Hell: A Rock-Zoo-Mentary,2021,N/A,11 Jul 2021,N/A,"Short, Comedy",Shane Brady,Shane Brady,"Sean Akyildiz, Jeancarlos Bello, Kimberly Blake",N/A,English,https://m.media-amazon.com/images/M/MV5BYjZjNWQ4OGYtNTI5My00ZDZmLTliMzctOWMyNDQ1Zjc2YWMwXkEyXkFqcGdeQXVyNjQ1OTcwMTM@._V1_SX300.jpg,N/A,N/A,"$32,124",N/A
182,The God Committee,2021,N/A,02 Jul 2021,98 min,Drama,Austin Stark,"Austin Stark, Mark St. Germain","Kelsey Grammer, Julia Stiles, Colman Domingo","An organ transplant committee has one hour to decide which of three patients deserves a life-saving heart. Seven years later, the committee members struggle with the consequences of that fateful decision.",English,https://m.media-amazon.com/images/M/MV5BMDU1N2QyMjktYzM2NC00ZDMzLWEzNTYtZDdiN2VmYWU5YWFjXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,48,5.8,N/A,N/A
183,Yakuza Princess,2021,R,07 Oct 2021,111 min,Thriller,Vicente Amorim,"Danilo Beyruth, Fernando Toste, Kimi Lee","MASUMI, Jonathan Rhys Meyers, Tsuyoshi Ihara",The heiress to half of the Yakuza crime syndicate forges an uneasy alliance with an amnesiac stranger who believes an ancient sword binds their two fates. She must unleash war against the other half of the syndicate who wants her dea,"Japanese, English, Portuguese",https://m.media-amazon.com/images/M/MV5BMmFhM2YxYzMtZGU0Ny00Nzg3LTkzODUtMDZjYjVhZGEzZTJhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,34,4.5,"$30,520",N/A
184,Monday,2021,N/A,18 Oct 2021,4 min,"Short, Drama",Paul Hanna,"Nicholas Denton-Cheng, Paul Hanna","Maya T. Weed, Thomas Baker",Just another average Monday.,English,https://m.media-amazon.com/images/M/MV5BMGQ0MTg1ZjMtMGNjMy00ZjhlLThkOGItMDllMTZlZjRmM2IyXkEyXkFqcGdeQXVyNzAzNDcyNzg@._V1_SX300.jpg,N/A,N/A,"$29,262",N/A
185,The Beta Test,2021,Unrated,15 Oct 2021,93 min,"Comedy, Horror, Thriller","Jim Cummings, PJ McCabe","Jim Cummings, PJ McCabe","Jim Cummings, Virginia Newcomb, PJ McCabe","An engaged Hollywood agent receives a mysterious letter for an anonymous sexual encounter and becomes ensnared in a sinister world of lying, infidelity, and digital data.",English,https://m.media-amazon.com/images/M/MV5BOTE4ZjI4ZjMtMzJhOS00Y2U5LTg3YTAtZjcyZmU1NjAyNjRjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,72,6.1,"$29,183",N/A
186,The Perfect Candidate,2021,N/A,04 Sep 2021,N/A,Documentary,N/A,N/A,N/A,"You know elections are near when you see politicians try hard - sometimes, too hard - to reinvent themselves: cabinet secretaries become dancers, congressmen start a mukbang (a what?), and every other political aspirant purveys token",Tagalog,https://m.media-amazon.com/images/M/MV5BNjMwYTAxZTktYTQwNy00ZTc5LWI5ZTYtYjE2YWRlYzhiNmViXkEyXkFqcGdeQXVyNDk5MjczODk@._V1_SX300.jpg,N/A,N/A,N/A,N/A
187,Trigger Point,2021,Not Rated,16 Apr 2021,85 min,"Action, Mystery, Thriller",Brad Turner,Michael Vickerman,"Barry Pepper, Colm Feore, Eve Harlow","Follows Nicolas Shaw, a retired U.S. special operative who becomes part of an elite ""invisible"" team that quietly takes out the worst villains around the world.",English,https://m.media-amazon.com/images/M/MV5BY2NhMjMxNzMtMDIwMC00NzQwLWI4N2ItMTVkNzNhOGIxMDJmXkEyXkFqcGdeQXVyMTMwMjY1MTY2._V1_SX300.jpg,N/A,4.9,"$27,744",N/A
188,Settlers,2021,Not Rated,23 Jul 2021,103 min,"Drama, Sci-Fi, Thriller",Wyatt Rockefeller,Wyatt Rockefeller,"Sofia Boutella, Ismael Cruz Cordova, Brooklynn Prince",Mankind's earliest settlers on the Martian frontier do what they must to survive the cosmic elements and each other.,English,https://m.media-amazon.com/images/M/MV5BNjAzYjM1OTUtYjNlZC00MzI1LTk3MGItMzg3MzA1NmJmMzVjXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,56,4.7,"$27,588",N/A
189,Prisoners of the Ghostland,2021,N/A,17 Sep 2021,103 min,"Action, Fantasy, Sci-Fi",Sion Sono,"Aaron Hendry, Reza Sixo Safai","Nicolas Cage, Sofia Boutella, Nick Cassavetes",A notorious criminal must break an evil curse in order to rescue an abducted girl who has mysteriously disappeared.,"English, Japanese, Mandarin, French",https://m.media-amazon.com/images/M/MV5BYTE3YWU3MjYtYTAxYy00ODQ0LTg3MDQtMmNjMDU3MDRlNTY2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,53,4.2,N/A,N/A
190,"Ma Belle, My Beauty",2021,N/A,20 Aug 2021,93 min,"Drama, Romance",Marion Hill,Marion Hill,"Idella Johnson, Hannah Pepper, Lucien Guignard",A surprise reunion in the South of France reignites passions and jealousies between two women who were formerly polyamorous lovers.,"English, French",https://m.media-amazon.com/images/M/MV5BMjU5NjJhZWItYjcwZC00OGNkLTkzZTctMDYxOGNlNjM3ODFmXkEyXkFqcGdeQXVyMTI4Mjg4MjA@._V1_SX300.jpg,65,5.5,"$25,386",N/A
191,Jakob's Wife,2021,Not Rated,16 Apr 2021,98 min,Horror,Travis Stevens,"Mark Steensland, Kathy Charles, Travis Stevens","Barbara Crampton, Larry Fessenden, Bonnie Aarons","Anne, married to a small-town Minister, feels her life has been shrinking over the past 30 years. Encountering ""The Master"" brings her a new sense of power and an appetite to live bolder. However, the change comes with a heavy body c",English,https://m.media-amazon.com/images/M/MV5BYWQ5NjMxMTQtMWEyMi00ZGZiLWE4YTYtZDlmZmY5MGY3YTA5XkEyXkFqcGdeQXVyMjQxMTQ4ODA@._V1_SX300.jpg,59,5.5,"$24,322",N/A
192,Our Ladies of Brooklyn,2021–,N/A,N/A,N/A,"Comedy, Drama",N/A,N/A,"Em Haine, Bella Ortiz, Caitlin Kinnunen","Two millennial nuns start as strangers and become sisters on a funny, spiritual journey to understand their own faith and place in the Catholic Church.",N/A,N/A,N/A,N/A,N/A,N/A
193,The Night,2021,N/A,01 Sep 2021,19 min,"Documentary, Short",Ming-liang Tsai,Ming-liang Tsai,N/A,"In 2019, the night in Hong Kong was still in fascinating beauty and the landscape of everyday life was gradually changing. Travelling the streets, Tsai Ming-liang documented the city's rhythm and ambience, along with an overpass.",N/A,https://m.media-amazon.com/images/M/MV5BNjlmNDUwYjgtOTgxOC00Nzg0LTljZDgtMzYwMTAwNTRlNGRmXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_SX300.jpg,N/A,N/A,"$21,515",N/A
194,John and the Hole,2021,R,06 Aug 2021,103 min,"Drama, Horror, Thriller",Pascual Sisto,Nicolás Giacobone,"Charlie Shotwell, Michael C. Hall, Jennifer Ehle",A coming-of-age psychological thriller that plays out the unsettling reality of a kid who holds his family captive in a hole in the ground.,English,https://m.media-amazon.com/images/M/MV5BMDliZjJmZGYtMjk0NS00YzgyLWI2MGQtZTRmZWRhNWI3Yzg1XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,61,5.4,"$20,507",N/A
195,The Novice,2021,R,17 Dec 2021,94 min,"Drama, Thriller",Lauren Hadaway,Lauren Hadaway,"Isabelle Fuhrman, Amy Forsyth, Dilone","A college freshman joins her university's rowing team and undertakes an obsessive physical and psychological journey to make it to the top varsity boat, no matter the cost.",English,https://m.media-amazon.com/images/M/MV5BNWNhMTg0MzAtNmNkNC00NjU2LTgwYTAtMTllNTQ1MDU5NjNjXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,85,6.5,"$20,268",N/A
196,Gully Rowdy,2021,N/A,17 Sep 2021,143 min,Comedy,G. Nageswara Reddy,"Bhanu Bhogavarapu, Kona Venkat, Nandu R.K.","Harsha Chemudu, Sundeep Kishan, Vennela Kishore","A young man attempts to balance a new love interest with the expectations of his friends, who expect him to carry on his rowdy ways.",Telugu,https://m.media-amazon.com/images/M/MV5BMzQ4MWIwNTMtZWVlOS00YzMxLWE3ZjMtMWVjYjkwOGM5Nzg2XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,N/A,5.9,"$17,316",N/A
197,Dating & New York,2021,PG-13,30 Sep 2021,91 min,Comedy,Jonah Feingold,Jonah Feingold,"Eva Victor, Jerry Ferrara, Jaboukie Young-White",Once upon a time in New York City....they swiped right.,English,https://m.media-amazon.com/images/M/MV5BOGIwYWQ2NTAtYjdlMS00NWMyLThhMDAtMzBhMTBlNzQ2MGM4XkEyXkFqcGdeQXVyMjIwMzU2NDY@._V1_SX300.jpg,42,5.1,"$17,200",N/A
198,Writing with Fire,2021,Not Rated,20 Oct 2021,92 min,Documentary,"Sushmit Ghosh, Rintu Thomas",N/A,"Meera Devi, Shyamkali Devi, Suneeta Prajapati","In a cluttered news landscape dominated by men, emerges India's only newspaper run by Dalit women. Chief Reporter Meera and her journalists break traditions, redefining what it means to be powerful.",Hindi,https://m.media-amazon.com/images/M/MV5BZmIzMDY5OWQtMTM4Yi00OTY3LWE0MTgtNGI3ODFiY2M0OTkzXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,83,7.9,"$16,104",N/A
199,Harper,2021,N/A,14 Dec 2021,104 min,Drama,Kate Bohan,"Kate Bohan, Jiamin Qiu","Kayla Bohan, Gina Vitori, Carly Sullivan","HARPER, an 11 year old girl's life is shattered when her father dies suddenly. Sent to live on a dilapidated farm with an Aunt she's never met, Harper must adjust to her new reality. However, just as she settles in, ISABELLA, her wea",English,https://m.media-amazon.com/images/M/MV5BZGMzNjhkY2YtNmFmYy00NDJmLWI3YmYtYmYwNWIwMGYzNTE5XkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,N/A,8.1,"$15,974",N/A
