title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice
Man of Steel,PG-13,143.0,0.0,7.0,Zack Snyder,David S. Goyer,Henry Cavill,Action,2013,1.0,0.0,0.0
Under the Skin,R,108.0,0.0,6.3,Jonathan Glazer,Walter Campbell,Scarlett Johansson,Drama,2014,1.0,0.0,0.0
Blue Is the Warmest Colour,NC-17,180.0,0.0,7.7,Abdellatif Kechiche,Abdellatif Kechiche,Léa Seydoux,Drama,2013,1.0,0.0,0.0
Snowpiercer,R,126.0,0.0,7.1,Bong Joon Ho,Jacques Lob,Chris Evans,Action,2014,1.0,0.0,0.0
American Hustle,R,138.0,0.0,7.2,David O. Russell,Eric Warren Singer,Christian Bale,Crime,2013,1.0,0.0,0.0
Monsters University,G,104.0,0.0,7.2,Dan Scanlon,Dan Scanlon,Billy Crystal,Animation,2013,1.0,0.0,0.0
The Croods,PG,98.0,0.0,7.2,Kirk DeMicco,Chris Sanders,Nicolas Cage,Animation,2013,1.0,0.0,0.0
Evil Dead,R,91.0,0.0,6.5,Fede Alvarez,Fede Alvarez,Jane Levy,Horror,2013,1.0,0.0,0.0
White House Down,PG-13,131.0,0.0,6.3,Roland Emmerich,James Vanderbilt,Channing Tatum,Action,2013,1.0,0.0,0.0
Olympus Has Fallen,R,119.0,0.0,6.5,Antoine Fuqua,Creighton Rothenberger,Gerard Butler,Action,2013,1.0,0.0,0.0
Coherence,Not Rated,89.0,0.0,7.2,James Ward Byrkit,James Ward Byrkit,Emily Baldoni,Drama,2014,1.0,0.0,0.0
Anchorman 2: the Legend Continues,PG-13,119.0,0.0,6.3,Adam McKay,Will Ferrell,Will Ferrell,Comedy,2013,1.0,0.0,0.0
The Mortal Instruments: City of Bones,PG-13,130.0,0.0,5.9,Harald Zwart,Jessica Postigo,Lily Collins,Action,2013,1.0,0.0,0.0
Riddick,R,119.0,0.0,6.4,David Twohy,David Twohy,Vin Diesel,Action,2013,1.0,0.0,0.0
A Good Day to Die Hard,R,98.0,0.0,5.3,John Moore,Skip Woods,Bruce Willis,Action,2013,1.0,0.0,0.0
Escape Plan,R,115.0,0.0,6.7,Mikael Håfström,Miles Chapman,Sylvester Stallone,Action,2013,1.0,0.0,0.0
47 Ronin,PG-13,128.0,0.0,6.3,Carl Rinsch,Chris Morgan,Keanu Reeves,Action,2013,1.0,0.0,0.0
Percy Jackson: Sea of Monsters,PG,106.0,0.0,5.8,Thor Freudenthal,Marc Guggenheim,Logan Lerman,Adventure,2013,1.0,0.0,0.0
Nymphomaniac: Vol. II,Not Rated,124.0,0.0,6.7,Lars von Trier,Lars von Trier,Charlotte Gainsbourg,Drama,2014,1.0,0.0,0.0
Locke,R,85.0,0.0,7.1,Steven Knight,Steven Knight,Tom Hardy,Drama,2014,1.0,0.0,0.0
The Call,R,94.0,0.0,6.7,Brad Anderson,Richard D'Ovidio,Halle Berry,Crime,2013,1.0,0.0,0.0
Side Effects,R,106.0,0.0,7.1,Steven Soderbergh,Scott Z. Burns,Rooney Mara,Crime,2013,1.0,0.0,0.0
The Heat,R,117.0,0.0,6.6,Paul Feig,Katie Dippold,Sandra Bullock,Action,2013,1.0,0.0,0.0
Belle,PG,100.0,0.0,7.3,Amma Asante,Misan Sagay,Gugu Mbatha-Raw,Biography,2014,1.0,0.0,0.0
Lee Daniels' The Butler,PG-13,132.0,0.0,7.2,Lee Daniels,Danny Strong,Forest Whitaker,Biography,2013,1.0,0.0,0.0
Only God Forgives,R,90.0,0.0,5.7,Nicolas Winding Refn,Nicolas Winding Refn,Ryan Gosling,Action,2013,1.0,0.0,0.0
42,PG-13,128.0,0.0,7.5,Brian Helgeland,Brian Helgeland,Chadwick Boseman,Biography,2013,1.0,0.0,0.0
Short Term 12,R,96.0,0.0,8.0,Destin Daniel Cretton,Destin Daniel Cretton,Brie Larson,Drama,2013,1.0,0.0,0.0
The Book Thief,PG-13,131.0,0.0,7.5,Brian Percival,Markus Zusak,Sophie Nélisse,Drama,2013,1.0,0.0,0.0
Lovelace,R,93.0,0.0,6.2,Rob Epstein,Andy Bellin,Amanda Seyfried,Biography,2013,1.0,0.0,0.0
The Family,R,111.0,0.0,6.3,Luc Besson,Luc Besson,Robert De Niro,Comedy,2013,1.0,0.0,0.0
The Wind Rises,PG-13,126.0,0.0,7.8,Hayao Miyazaki,Hayao Miyazaki,Hideaki Anno,Animation,2014,1.0,0.0,0.0
Life of Crime,R,98.0,0.0,5.8,Daniel Schechter,Daniel Schechter,Jennifer Aniston,Comedy,2014,1.0,0.0,0.0
Grudge Match,PG-13,113.0,0.0,6.4,Peter Segal,Tim Kelleher,Robert De Niro,Comedy,2013,1.0,0.0,0.0
Planes,PG,91.0,0.0,5.7,Klay Hall,John Lasseter,Carlos Alazraqui,Animation,2013,1.0,0.0,0.0
The Kings of Summer,R,95.0,0.0,7.1,Jordan Vogt-Roberts,Chris Galletta,Nick Robinson,Adventure,2013,1.0,0.0,0.0
The Grandmaster,PG-13,130.0,0.0,6.6,Kar-Wai Wong,Kar-Wai Wong,Tony Chiu-Wai Leung,Action,2013,1.0,0.0,0.0
The Incredible Burt Wonderstone,PG-13,100.0,0.0,5.9,Don Scardino,Jonathan Goldstein,Steve Carell,Comedy,2013,1.0,0.0,0.0
Snitch,PG-13,112.0,0.0,6.4,Ric Roman Waugh,Justin Haythe,Dwayne Johnson,Action,2013,1.0,0.0,0.0
Last Vegas,PG-13,105.0,0.0,6.6,Jon Turteltaub,Dan Fogelman,Robert De Niro,Comedy,2013,1.0,0.0,0.0
Palo Alto,R,100.0,0.0,6.2,Gia Coppola,Gia Coppola,Emma Roberts,Drama,2014,1.0,0.0,0.0
Europa Report,PG-13,90.0,0.0,6.4,Sebastián Cordero,Philip Gelatt,Sharlto Copley,Action,2013,1.0,0.0,0.0
I Give It a Year,R,97.0,0.0,5.7,Dan Mazer,Dan Mazer,Rose Byrne,Comedy,2013,1.0,0.0,0.0
Starred Up,Not Rated,106.0,0.0,7.4,David Mackenzie,Jonathan Asser,Jack O'Connell,Crime,2014,1.0,0.0,0.0
The Inevitable Defeat of Mister & Pete,R,108.0,0.0,7.5,George Tillman Jr.,Michael Starrbury,Skylan Brooks,Drama,2013,1.0,0.0,0.0
Romeo and Juliet,PG-13,118.0,0.0,5.8,Carlo Carlei,Arthur Brooke,Hailee Steinfeld,Drama,2013,1.0,0.0,0.0
Runner Runner,R,88.0,0.0,5.6,Brad Furman,Brian Koppelman,Ben Affleck,Crime,2013,1.0,0.0,0.0
The Tale of The Princess Kaguya,PG,137.0,0.0,8.0,Isao Takahata,Isao Takahata,Chloë Grace Moretz,Animation,2013,1.0,0.0,0.0
Yeh Jawaani Hai Deewani,Not Rated,160.0,0.0,7.2,Ayan Mukherjee,Hussain Dalal,Ranbir Kapoor,Drama,2013,1.0,0.0,0.0
The Congress,Not Rated,122.0,0.0,6.5,Ari Folman,Stanislaw Lem,Robin Wright,Animation,2014,1.0,0.0,0.0
Ida,PG-13,82.0,0.0,7.4,Pawel Pawlikowski,Pawel Pawlikowski,Agata Kulesza,Drama,2013,1.0,0.0,0.0
Ain't Them Bodies Saints,R,96.0,0.0,6.4,David Lowery,David Lowery,Rooney Mara,Crime,2013,1.0,0.0,0.0
The Lunchbox,PG,104.0,0.0,7.8,Ritesh Batra,Ritesh Batra,Irrfan Khan,Drama,2013,1.0,0.0,0.0
Charlie Countryman,R,103.0,0.0,6.4,Fredrik Bond,Matt Drake,Shia LaBeouf,Action,2013,1.0,0.0,0.0
The Grand Budapest Hotel,R,99.0,0.0,8.1,Wes Anderson,Stefan Zweig,Ralph Fiennes,Adventure,2014,1.0,0.0,0.0
Whiplash,R,106.0,0.0,8.5,Damien Chazelle,Damien Chazelle,Miles Teller,Drama,2014,1.0,0.0,0.0
Nightcrawler,R,117.0,0.0,7.8,Dan Gilroy,Dan Gilroy,Jake Gyllenhaal,Crime,2014,1.0,0.0,0.0
The Hobbit: The Battle of the Five Armies,PG-13,144.0,0.0,7.4,Peter Jackson,Fran Walsh,Ian McKellen,Adventure,2014,1.0,0.0,0.0
The Equalizer,R,132.0,0.0,7.2,Antoine Fuqua,Richard Wenk,Denzel Washington,Action,2014,1.0,0.0,0.0
The Maze Runner,PG-13,113.0,0.0,6.8,Wes Ball,Noah Oppenheim,Dylan O'Brien,Action,2014,1.0,0.0,0.0
The Imitation Game,PG-13,114.0,0.0,8.0,Morten Tyldum,Graham Moore,Benedict Cumberbatch,Biography,2014,1.0,0.0,0.0
Blended,PG-13,117.0,0.0,6.5,Frank Coraci,Ivan Menchell,Adam Sandler,Comedy,2014,1.0,0.0,0.0
The Amazing Spider-Man 2,PG-13,142.0,0.0,6.6,Marc Webb,Alex Kurtzman,Andrew Garfield,Action,2014,1.0,0.0,0.0
Maleficent,PG,97.0,0.0,7.0,Robert Stromberg,Linda Woolverton,Angelina Jolie,Action,2014,1.0,0.0,0.0
The Lego Movie,PG,100.0,0.0,7.7,Christopher Miller,Phil Lord,Chris Pratt,Animation,2014,1.0,0.0,0.0
Night at the Museum: Secret of the Tomb,PG,98.0,0.0,6.2,Shawn Levy,David Guion,Ben Stiller,Adventure,2014,1.0,0.0,0.0
The Fault in Our Stars,PG-13,126.0,0.0,7.7,Josh Boone,Scott Neustadter,Shailene Woodley,Drama,2014,1.0,0.0,0.0
"As Above, So Below",R,93.0,0.0,6.2,John Erick Dowdle,John Erick Dowdle,Perdita Weeks,Horror,2014,1.0,0.0,0.0
Transformers: Age of Extinction,PG-13,165.0,0.0,5.6,Michael Bay,Ehren Kruger,Mark Wahlberg,Action,2014,1.0,0.0,0.0
Sex Tape,R,94.0,0.0,5.1,Jake Kasdan,Kate Angelo,Jason Segel,Comedy,2014,1.0,0.0,0.0
Wild Tales,R,122.0,0.0,8.1,Damián Szifron,Germán Servidio,Darío Grandinetti,Comedy,2014,1.0,0.0,0.0
Foxcatcher,R,134.0,0.0,7.0,Bennett Miller,E. Max Frye,Steve Carell,Biography,2015,1.0,0.0,0.0
The Monuments Men,PG-13,118.0,0.0,6.1,George Clooney,George Clooney,George Clooney,Comedy,2014,1.0,0.0,0.0
Dumb and Dumber to,PG-13,109.0,0.0,5.6,Bobby Farrelly,Sean Anders,Jim Carrey,Comedy,2014,1.0,0.0,0.0
A Walk Among the Tombstones,R,114.0,0.0,6.5,Scott Frank,Lawrence Block,Liam Neeson,Action,2014,1.0,0.0,0.0
Need for Speed,PG-13,132.0,0.0,6.4,Scott Waugh,George Gatins,Aaron Paul,Action,2014,1.0,0.0,0.0
Testament of Youth,PG-13,129.0,0.0,7.3,James Kent,Vera Brittain,Alicia Vikander,Biography,2015,1.0,0.0,0.0
Unfriended,R,83.0,0.0,5.5,Levan Gabriadze,Nelson Greaves,Heather Sossaman,Horror,2015,1.0,0.0,0.0
The Good Lie,PG-13,110.0,0.0,7.4,Philippe Falardeau,Margaret Nagle,Reese Witherspoon,Biography,2014,1.0,0.0,0.0
Deliver Us from Evil,R,118.0,0.0,6.2,Scott Derrickson,Scott Derrickson,Eric Bana,Action,2014,1.0,0.0,0.0
Kill Me Three Times,R,90.0,0.0,5.9,Kriv Stenders,James McFarland,Simon Pegg,Action,2015,1.0,0.0,0.0
Ride Along,PG-13,99.0,0.0,6.2,Tim Story,Greg Coolidge,Ice Cube,Action,2014,1.0,0.0,0.0
Clown,R,100.0,0.0,5.7,Jon Watts,Christopher Ford,Andy Powers,Horror,2016,1.0,0.0,0.0
The Signal,PG-13,97.0,0.0,6.1,William Eubank,Carlyle Eubank,Brenton Thwaites,Drama,2014,1.0,0.0,0.0
She's Funny That Way,R,93.0,0.0,6.1,Peter Bogdanovich,Louise Stratten,Imogen Poots,Comedy,2015,1.0,0.0,0.0
3 Days to Kill,PG-13,117.0,0.0,6.2,McG,Adi Hasak,Kevin Costner,Action,2014,1.0,0.0,0.0
Love & Mercy,PG-13,121.0,0.0,7.4,Bill Pohlad,Oren Moverman,John Cusack,Biography,2015,1.0,0.0,0.0
Big Eyes,PG-13,106.0,0.0,7.0,Tim Burton,Scott Alexander,Amy Adams,Biography,2014,1.0,0.0,0.0
The One I Love,R,91.0,0.0,7.1,Charlie McDowell,Justin Lader,Mark Duplass,Comedy,2014,1.0,0.0,0.0
Cake,R,102.0,0.0,6.4,Daniel Barnz,Patrick Tobin,Jennifer Aniston,Drama,2015,1.0,0.0,0.0
Two Night Stand,R,86.0,0.0,6.4,Max Nichols,Mark Hammer,Miles Teller,Comedy,2014,1.0,0.0,0.0
Kill the Messenger,R,112.0,0.0,6.9,Michael Cuesta,Peter Landesman,Jeremy Renner,Biography,2014,1.0,0.0,0.0
Winter's Tale,PG-13,118.0,0.0,6.2,Akiva Goldsman,Akiva Goldsman,Colin Farrell,Drama,2014,1.0,0.0,0.0
Tammy,R,97.0,0.0,4.9,Ben Falcone,Melissa McCarthy,Melissa McCarthy,Comedy,2014,1.0,0.0,0.0
The Rover,R,103.0,0.0,6.4,David Michôd,David Michôd,Guy Pearce,Action,2014,1.0,0.0,0.0
Magic in the Moonlight,PG-13,97.0,0.0,6.5,Woody Allen,Woody Allen,Colin Firth,Comedy,2014,1.0,0.0,0.0
Song of the Sea,PG,93.0,0.0,8.1,Tomm Moore,Will Collins,David Rawle,Animation,2015,1.0,0.0,0.0
Zombeavers,R,77.0,0.0,4.8,Jordan Rubin,Al Kaplan,Rachel Melvin,Action,2015,1.0,0.0,0.0
Frank,R,95.0,0.0,7.0,Lenny Abrahamson,Jon Ronson,Michael Fassbender,Comedy,2014,1.0,0.0,0.0
Get on Up,PG-13,139.0,0.0,6.9,Tate Taylor,Jez Butterworth,Chadwick Boseman,Biography,2014,1.0,0.0,0.0
Suffragette,PG-13,106.0,0.0,6.9,Sarah Gavron,Abi Morgan,Carey Mulligan,Drama,2015,1.0,0.0,0.0
Heaven Is for Real,PG,99.0,0.0,5.8,Randall Wallace,Randall Wallace,Greg Kinnear,Biography,2014,1.0,0.0,0.0
Dear White People,R,108.0,0.0,6.1,Justin Simien,Justin Simien,Tyler James Williams,Comedy,2014,1.0,0.0,0.0
The Keeping Room,R,95.0,0.0,6.0,Daniel Barber,Julia Hart,Brit Marling,Drama,2015,1.0,0.0,0.0
Laggies,R,99.0,0.0,6.4,Lynn Shelton,Andrea Seigel,Keira Knightley,Comedy,2014,1.0,0.0,0.0
Crimson Peak,R,119.0,0.0,6.5,Guillermo del Toro,Guillermo del Toro,Mia Wasikowska,Drama,2015,1.0,0.0,0.0
Fifty Shades of Grey,R,125.0,0.0,4.1,Sam Taylor-Johnson,Kelly Marcel,Dakota Johnson,Drama,2015,1.0,0.0,0.0
The Witch,R,92.0,0.0,6.9,Robert Eggers,Robert Eggers,Anya Taylor-Joy,Drama,2016,1.0,0.0,0.0
Room,R,118.0,0.0,8.1,Lenny Abrahamson,Emma Donoghue,Brie Larson,Drama,2016,1.0,0.0,0.0
The Man from U.N.C.L.E.,PG-13,116.0,0.0,7.3,Guy Ritchie,Guy Ritchie,Henry Cavill,Action,2015,1.0,0.0,0.0
The Intern,PG-13,121.0,0.0,7.1,Nancy Meyers,Nancy Meyers,Robert De Niro,Comedy,2015,1.0,0.0,0.0
Mission: Impossible - Rogue Nation,PG-13,131.0,0.0,7.4,Christopher McQuarrie,Bruce Geller,Tom Cruise,Action,2015,1.0,0.0,0.0
Creed,PG-13,133.0,0.0,7.6,Ryan Coogler,Ryan Coogler,Michael B. Jordan,Drama,2015,1.0,0.0,0.0
The Age of Adaline,PG-13,112.0,0.0,7.2,Lee Toland Krieger,J. Mills Goodloe,Blake Lively,Drama,2015,1.0,0.0,0.0
Focus,R,105.0,0.0,6.6,Glenn Ficarra,Glenn Ficarra,Will Smith,Comedy,2015,1.0,0.0,0.0
Jupiter Ascending,PG-13,127.0,0.0,5.3,Lana Wachowski,Lilly Wachowski,Channing Tatum,Action,2015,1.0,0.0,0.0
I Saw the Light,R,123.0,0.0,5.8,Marc Abraham,Marc Abraham,Tom Hiddleston,Biography,2016,1.0,0.0,0.0
The Danish Girl,R,119.0,0.0,7.1,Tom Hooper,Lucinda Coxon,Eddie Redmayne,Biography,2016,1.0,0.0,0.0
Straight Outta Compton,R,147.0,0.0,7.8,F. Gary Gray,Jonathan Herman,O'Shea Jackson Jr.,Biography,2015,1.0,0.0,0.0
Hitman: Agent 47,R,96.0,0.0,5.7,Aleksander Bach,Skip Woods,Rupert Friend,Action,2015,1.0,0.0,0.0
Steve Jobs,R,122.0,0.0,7.2,Danny Boyle,Aaron Sorkin,Michael Fassbender,Biography,2015,1.0,0.0,0.0
Brooklyn,PG-13,117.0,0.0,7.5,John Crowley,Nick Hornby,Saoirse Ronan,Drama,2015,1.0,0.0,0.0
Youth,R,124.0,0.0,7.3,Paolo Sorrentino,Paolo Sorrentino,Michael Caine,Comedy,2015,1.0,0.0,0.0
Self/less,PG-13,117.0,0.0,6.5,Tarsem Singh,Àlex Pastor,Ryan Reynolds,Action,2015,1.0,0.0,0.0
Run All Night,R,114.0,0.0,6.6,Jaume Collet-Serra,Brad Ingelsby,Liam Neeson,Action,2015,1.0,0.0,0.0
Magic Mike XXL,R,115.0,0.0,5.6,Gregory Jacobs,Reid Carolin,Channing Tatum,Comedy,2015,1.0,0.0,0.0
Trumbo,R,124.0,0.0,7.5,Jay Roach,John McNamara,Bryan Cranston,Biography,2015,1.0,0.0,0.0
Goosebumps,PG,103.0,0.0,6.3,Rob Letterman,Darren Lemke,Jack Black,Adventure,2015,1.0,0.0,0.0
Aloha,PG-13,105.0,0.0,5.4,Cameron Crowe,Cameron Crowe,Bradley Cooper,Comedy,2015,1.0,0.0,0.0
The Wedding Ringer,R,101.0,0.0,6.6,Jeremy Garelick,Jeremy Garelick,Kevin Hart,Comedy,2015,1.0,0.0,0.0
Sisters,R,118.0,0.0,6.0,Jason Moore,Paula Pell,Amy Poehler,Comedy,2015,1.0,0.0,0.0
Paper Towns,PG-13,109.0,0.0,6.2,Jake Schreier,Scott Neustadter,Nat Wolff,Adventure,2015,1.0,0.0,0.0
Summertime,Not Rated,105.0,0.0,6.7,Catherine Corsini,Catherine Corsini,Cécile de France,Drama,2015,1.0,0.0,0.0
Attack on Titan Part 1,Not Rated,98.0,0.0,5.0,Shinji Higuchi,Hajime Isayama,Haruma Miura,Action,2015,1.0,0.0,0.0
Eye in the Sky,R,102.0,0.0,7.3,Gavin Hood,Guy Hibbert,Helen Mirren,Action,2016,1.0,0.0,0.0
Tumbledown,R,105.0,0.0,6.2,Sean Mewshaw,Sean Mewshaw,Rebecca Hall,Comedy,2016,1.0,0.0,0.0
By the Sea,R,122.0,0.0,5.3,Angelina Jolie,Angelina Jolie,Brad Pitt,Drama,2015,1.0,0.0,0.0
Regression,R,106.0,0.0,5.7,Alejandro Amenábar,Alejandro Amenábar,Ethan Hawke,Crime,2015,1.0,0.0,0.0
The Transporter Refueled,PG-13,96.0,0.0,5.2,Camille Delamarre,Adam Cooper,Ed Skrein,Action,2015,1.0,0.0,0.0
The Lure,Not Rated,92.0,0.0,6.3,Agnieszka Smoczynska,Robert Bolesto,Marta Mazurek,Drama,2015,1.0,0.0,0.0
The Peanuts Movie,G,88.0,0.0,7.1,Steve Martino,Craig Schulz,Noah Schnapp,Animation,2015,1.0,0.0,0.0
Rock the Kasbah,R,106.0,0.0,5.5,Barry Levinson,Mitch Glazer,Bill Murray,Comedy,2015,1.0,0.0,0.0
Love the Coopers,PG-13,107.0,0.0,5.8,Jessie Nelson,Steven Rogers,Steve Martin,Comedy,2015,1.0,0.0,0.0
The End of the Tour,R,106.0,0.0,7.3,James Ponsoldt,Donald Margulies,Jason Segel,Biography,2015,1.0,0.0,0.0
Cop Car,R,88.0,0.0,6.3,Jon Watts,Jon Watts,Kevin Bacon,Crime,2015,1.0,0.0,0.0
Cemetery of Splendor,Unrated,122.0,0.0,6.8,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Jenjira Pongpas,Drama,2015,1.0,0.0,0.0
Captive,PG-13,97.0,0.0,5.4,Jerry Jameson,Brian Bird,Kate Mara,Action,2015,1.0,0.0,0.0
The Magnificent Seven,PG-13,132.0,0.0,6.9,Antoine Fuqua,Akira Kurosawa,Denzel Washington,Action,2016,1.0,0.0,0.0
Me Before You,PG-13,106.0,0.0,7.4,Thea Sharrock,Jojo Moyes,Emilia Clarke,Drama,2016,1.0,0.0,0.0
The Conjuring 2,R,134.0,0.0,7.3,James Wan,Chad Hayes,Vera Farmiga,Horror,2016,1.0,0.0,0.0
Zootopia,PG,108.0,0.0,8.0,Byron Howard,Byron Howard,Ginnifer Goodwin,Animation,2016,1.0,0.0,0.0
13 Hours,R,144.0,0.0,7.3,Michael Bay,Chuck Hogan,John Krasinski,Action,2016,1.0,0.0,0.0
Nocturnal Animals,R,116.0,0.0,7.5,Tom Ford,Tom Ford,Amy Adams,Drama,2016,1.0,0.0,0.0
The Nice Guys,R,116.0,0.0,7.4,Shane Black,Shane Black,Russell Crowe,Action,2016,1.0,0.0,0.0
Hidden Figures,PG,127.0,0.0,7.8,Theodore Melfi,Allison Schroeder,Taraji P. Henson,Biography,2017,1.0,0.0,0.0
The Accountant,R,128.0,0.0,7.3,Gavin O'Connor,Bill Dubuque,Ben Affleck,Action,2016,1.0,0.0,0.0
Silence,R,161.0,0.0,7.2,Martin Scorsese,Jay Cocks,Andrew Garfield,Drama,2017,1.0,0.0,0.0
10 Cloverfield Lane,PG-13,103.0,0.0,7.2,Dan Trachtenberg,Josh Campbell,John Goodman,Action,2016,1.0,0.0,0.0
The Lost City of Z,PG-13,141.0,0.0,6.6,James Gray,James Gray,Charlie Hunnam,Biography,2017,1.0,0.0,0.0
Meet the Blacks,R,94.0,0.0,4.8,Deon Taylor,Deon Taylor,Mike Epps,Comedy,2016,1.0,0.0,0.0
Deepwater Horizon,PG-13,107.0,0.0,7.1,Peter Berg,Matthew Michael Carnahan,Mark Wahlberg,Action,2016,1.0,0.0,0.0
The Infiltrator,R,127.0,0.0,7.0,Brad Furman,Ellen Furman,Bryan Cranston,Biography,2016,1.0,0.0,0.0
A Cure for Wellness,R,146.0,0.0,6.4,Gore Verbinski,Justin Haythe,Dane DeHaan,Drama,2017,1.0,0.0,0.0
The 5th Wave,PG-13,112.0,0.0,5.2,J Blakeson,Susannah Grant,Chloë Grace Moretz,Action,2016,1.0,0.0,0.0
Allegiant,PG-13,120.0,0.0,5.7,Robert Schwentke,Noah Oppenheim,Shailene Woodley,Action,2016,1.0,0.0,0.0
The Great Wall,PG-13,103.0,0.0,5.9,Yimou Zhang,Carlo Bernard,Matt Damon,Action,2017,1.0,0.0,0.0
Bad Moms,R,100.0,0.0,6.2,Jon Lucas,Jon Lucas,Mila Kunis,Comedy,2016,1.0,0.0,0.0
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,112.0,0.0,6.0,Dave Green,Josh Appelbaum,Megan Fox,Action,2016,1.0,0.0,0.0
Everybody Wants Some!!,R,117.0,0.0,6.9,Richard Linklater,Richard Linklater,Blake Jenner,Comedy,2016,1.0,0.0,0.0
The Finest Hours,PG-13,117.0,0.0,6.8,Craig Gillespie,Scott Silver,Chris Pine,Action,2016,1.0,0.0,0.0
The Belko Experiment,R,89.0,0.0,6.1,Greg McLean,James Gunn,John Gallagher Jr.,Horror,2017,1.0,0.0,0.0
Nerve,PG-13,96.0,0.0,6.5,Henry Joost,Jessica Sharzer,Emma Roberts,Action,2016,1.0,0.0,0.0
Mechanic: Resurrection,R,98.0,0.0,5.7,Dennis Gansel,Lewis John Carlino,Jason Statham,Action,2016,1.0,0.0,0.0
Neighbors 2: Sorority Rising,R,92.0,0.0,5.7,Nicholas Stoller,Andrew Jay Cohen,Seth Rogen,Comedy,2016,1.0,0.0,0.0
Free State of Jones,R,139.0,0.0,6.9,Gary Ross,Gary Ross,Matthew McConaughey,Action,2016,1.0,0.0,0.0
Keanu,R,100.0,0.0,6.3,Peter Atencio,Jordan Peele,Keegan-Michael Key,Action,2016,1.0,0.0,0.0
A Monster Calls,PG-13,108.0,0.0,7.5,J.A. Bayona,Patrick Ness,Lewis MacDougall,Adventure,2017,1.0,0.0,0.0
Blair Witch,R,89.0,0.0,5.0,Adam Wingard,Simon Barrett,James Allen McCune,Horror,2016,1.0,0.0,0.0
In a Valley of Violence,R,104.0,0.0,6.0,Ti West,Ti West,Ethan Hawke,Action,2016,1.0,0.0,0.0
Rules Don't Apply,PG-13,127.0,0.0,5.7,Warren Beatty,Warren Beatty,Lily Collins,Comedy,2016,1.0,0.0,0.0
Better Watch Out,R,89.0,0.0,6.5,Chris Peckover,Zack Kahn,Olivia DeJonge,Comedy,2017,1.0,0.0,0.0
Ouija: Origin of Evil,PG-13,99.0,0.0,6.1,Mike Flanagan,Mike Flanagan,Elizabeth Reaser,Drama,2016,1.0,0.0,0.0
Bleed for This,R,117.0,0.0,6.8,Ben Younger,Ben Younger,Miles Teller,Biography,2016,1.0,0.0,0.0
Denial,PG-13,109.0,0.0,6.7,Mick Jackson,Deborah Lipstadt,Rachel Weisz,Biography,2016,1.0,0.0,0.0
Carrie Pilby,Not Rated,98.0,0.0,6.7,Susan Johnson,Kara Holden,Bel Powley,Comedy,2017,1.0,0.0,0.0
Under the Shadow,PG-13,84.0,0.0,6.9,Babak Anvari,Babak Anvari,Narges Rashidi,Drama,2016,1.0,0.0,0.0
Rock Dog,PG,90.0,0.0,6.0,Ash Brannon,Ash Brannon,Luke Wilson,Animation,2017,1.0,0.0,0.0
Complete Unknown,R,91.0,0.0,5.4,Joshua Marston,Joshua Marston,Erin Darke,Drama,2016,1.0,0.0,0.0
Dunkirk,PG-13,106.0,0.0,7.8,Christopher Nolan,Christopher Nolan,Fionn Whitehead,Action,2017,1.0,0.0,0.0
Coco,PG,105.0,0.0,8.4,Lee Unkrich,Lee Unkrich,Anthony Gonzalez,Animation,2017,1.0,0.0,0.0
Logan Lucky,PG-13,118.0,0.0,7.0,Steven Soderbergh,Jules Asner,Channing Tatum,Comedy,2017,1.0,0.0,0.0
Transformers: The Last Knight,PG-13,154.0,0.0,5.2,Michael Bay,Art Marcum,Mark Wahlberg,Action,2017,1.0,0.0,0.0
Molly's Game,R,140.0,0.0,7.4,Aaron Sorkin,Aaron Sorkin,Jessica Chastain,Biography,2018,1.0,0.0,0.0
Hostiles,R,134.0,0.0,7.2,Scott Cooper,Scott Cooper,Scott Shepherd,Drama,2018,1.0,0.0,0.0
American Assassin,R,111.0,0.0,6.2,Michael Cuesta,Stephen Schiff,Dylan O'Brien,Action,2017,1.0,0.0,0.0
The Death of Stalin,R,107.0,0.0,7.2,Armando Iannucci,Armando Iannucci,Steve Buscemi,Comedy,2018,1.0,0.0,0.0
Gifted,PG-13,101.0,0.0,7.6,Marc Webb,Tom Flynn,Chris Evans,Drama,2017,1.0,0.0,0.0
The Upside,PG-13,126.0,0.0,7.0,Neil Burger,Jon Hartmere,Kevin Hart,Comedy,2019,1.0,0.0,0.0
American Made,R,115.0,0.0,7.2,Doug Liman,Gary Spinelli,Tom Cruise,Action,2017,1.0,0.0,0.0
War for the Planet of the Apes,PG-13,140.0,0.0,7.4,Matt Reeves,Mark Bomback,Andy Serkis,Action,2017,1.0,0.0,0.0
xXx: Return of Xander Cage,PG-13,107.0,0.0,5.2,D.J. Caruso,Rich Wilkes,Vin Diesel,Action,2017,1.0,0.0,0.0
The Lego Batman Movie,PG,104.0,0.0,7.3,Chris McKay,Seth Grahame-Smith,Will Arnett,Animation,2017,1.0,0.0,0.0
The Post,PG-13,116.0,0.0,7.2,Steven Spielberg,Liz Hannah,Meryl Streep,Drama,2018,1.0,0.0,0.0
